fold0,0,0.79727346,0.7973761,0.620763292462856,0.6001078662824563,0.04531691845985239,0.041378905419785054
fold0,2,0.7360527,0.7361433,0.6238251290316918,0.5932051957119657,0.04711210400677181,0.04087634743850918
fold0,4,0.73658216,0.73645777,0.6245043785506534,0.602628484799389,0.04765763818211629,0.041868795468540304
fold0,6,0.7318324,0.7318492,0.6304749622062982,0.6062376510706584,0.04867316016814745,0.04366282669711795
fold0,8,0.72735554,0.7273534,0.6333810531516433,0.6093481443334761,0.05107057329490561,0.04508622452701722
fold0,10,0.7237569,0.7238836,0.6372274838747342,0.6106908746185864,0.05357689929799013,0.04663272205103963
fold0,12,0.7245434,0.7246313,0.6383937552330914,0.6185621525808829,0.05488305186693375,0.048016251066276515
fold0,14,0.7257974,0.72575593,0.6455880880220878,0.6234416432321501,0.05808549807782303,0.049029011271588624
fold0,16,0.7484564,0.7482907,0.6347818251971716,0.6094541782874865,0.05736274215840273,0.051103596495450765
fold0,18,0.72176707,0.721931,0.642706662588285,0.6220928373316669,0.06509662731957432,0.05420079862479185
fold0,20,0.72436583,0.7239461,0.6521053487649834,0.6295754398552653,0.06865406894799632,0.06019865661317727
fold0,22,0.8744131,0.87544,0.6203451989022909,0.5968539402776654,0.049554325045222954,0.04449708049707263
fold0,24,0.7440901,0.7463286,0.6531757925461538,0.6174585411579544,0.05598595920105434,0.04943899996215741
fold0,26,0.74822855,0.7489791,0.6385242252772125,0.6086025698888645,0.051913210696980384,0.044809678185420206
fold0,28,0.71622664,0.7159102,0.6512410234385244,0.6226654689024931,0.06353582492157654,0.05306572599121745
fold0,30,0.7193312,0.71915305,0.6566368011872483,0.638227270447821,0.06621882066527317,0.058499582031320524
fold0,32,0.7223981,0.7219442,0.6576844941312884,0.6312827359942599,0.06727987939196896,0.05617231300137075
fold0,34,0.7236818,0.72429514,0.6669216718899422,0.6362864488703214,0.06532871003295908,0.055639480388904275
fold0,36,0.73843896,0.73800117,0.6680532350817533,0.6407203365312286,0.06666538748273709,0.05618660968091382
fold0,38,0.7255093,0.7252467,0.6649070495965435,0.6410311187233106,0.0726580229612084,0.060432441594009505
fold0,40,0.73100036,0.73093915,0.6523028042565464,0.6283038135576875,0.06445761447005675,0.053504806282207676
fold0,42,0.72669977,0.72671634,0.6658018220004162,0.6415124231868629,0.06741076669958648,0.05702565092367235
fold0,44,0.73966426,0.7392933,0.6710071084164676,0.6443184413249856,0.07107832583946434,0.05645103260339195
fold0,46,0.7082605,0.70922637,0.6650543950553346,0.6376040666118897,0.07096824179434666,0.059178101740639505
fold0,48,0.7318372,0.73202735,0.6667074629972745,0.6485075781246986,0.07212267294514194,0.060410313276593686
fold0,49,0.7237342,0.7245046,0.6771799905636585,0.6529242804735508,0.07340769492072624,0.0598072875865866
